id,protocol,number_of_qubits,interception_rate,noise,confidence,time_μs,is_considered_secure,key_length,eve_knowledge,measured_qber,final_key_qber
BB84_1000_0.01_0.01_0.999999999-3,BB84,1000,0.01,0.01,0.999999999,1344,true,253,0.003952569169960474,0.011857707509881422,0.015810276679841896
BB84_1000_0.01_0.01_0.999999999-4,BB84,1000,0.01,0.01,0.999999999,1680,true,242,0.012396694214876033,0.008298755186721992,0.004132231404958678
BB84_1000_0.1_0_0.9999999999-0,BB84,1000,0.1,0,0.9999999999,1387,false,None,0,0.02834008097165992,None
BB84_1000_0.1_0_0.9999999999-1,BB84,1000,0.1,0,0.9999999999,1344,false,None,0,0.036585365853658534,None
BB84_1000_0.1_0_0.9999999999-2,BB84,1000,0.1,0,0.9999999999,1329,false,None,0,0.028,None
BB84_1000_0.1_0_0.9999999999-3,BB84,1000,0.1,0,0.9999999999,1371,false,None,0,0.047058823529411764,None
BB84_1000_0.1_0_0.9999999999-4,BB84,1000,0.1,0,0.9999999999,1348,false,None,0,0.011904761904761904,None
BB84_1000_0.1_0_0.999999999-0,BB84,1000,0.1,0,0.999999999,1331,false,None,0,0.019083969465648856,None
BB84_1000_0.1_0_0.999999999-1,BB84,1000,0.1,0,0.999999999,1337,false,None,0,0.03225806451612903,None
BB84_1000_0.1_0_0.999999999-2,BB84,1000,0.1,0,0.999999999,1335,false,None,0,0.0125,None
BB84_1000_0.1_0_0.999999999-3,BB84,1000,0.1,0,0.999999999,1349,false,None,0,0.03515625,None
BB84_1000_0.1_0_0.999999999-4,BB84,1000,0.1,0,0.999999999,1325,false,None,0,0.012,None
BB84_1000_0.1_0.001_0.9999999999-0,BB84,1000,0.1,0.001,0.9999999999,1339,false,None,0,0.036290322580645164,None
BB84_1000_0.1_0.001_0.9999999999-1,BB84,1000,0.1,0.001,0.9999999999,1342,false,None,0,0.024,None
BB84_1000_0.1_0.001_0.9999999999-2,BB84,1000,0.1,0.001,0.9999999999,1409,false,None,0,0.046875,None
BB84_1000_0.1_0.001_0.9999999999-3,BB84,1000,0.1,0.001,0.9999999999,1364,false,None,0,0.024390243902439025,None
BB84_1000_0.1_0.001_0.9999999999-4,BB84,1000,0.1,0.001,0.9999999999,1384,false,None,0,0.028112449799196786,None
BB84_1000_0.1_0.001_0.999999999-0,BB84,1000,0.1,0.001,0.999999999,1334,false,None,0,0.024793388429752067,None
BB84_1000_0.1_0.001_0.999999999-1,BB84,1000,0.1,0.001,0.999999999,1388,false,None,0,0.028225806451612902,None
BB84_1000_0.1_0.001_0.999999999-2,BB84,1000,0.1,0.001,0.999999999,1337,false,None,0,0.019762845849802372,None
BB84_1000_0.1_0.001_0.999999999-3,BB84,1000,0.1,0.001,0.999999999,1344,false,None,0,0.03361344537815126,None
BB84_1000_0.1_0.001_0.999999999-4,BB84,1000,0.1,0.001,0.999999999,1350,true,259,0.05019305019305019,0.011583011583011582,0.015444015444015444
BB84_1000_0.1_0.01_0.9999999999-0,BB84,1000,0.1,0.01,0.9999999999,1387,true,236,0.07203389830508475,0.01702127659574468,0.029661016949152543
BB84_1000_0.1_0.01_0.9999999999-1,BB84,1000,0.1,0.01,0.9999999999,1507,true,264,0.06818181818181818,0.022813688212927757,0.026515151515151516
BB84_1000_0.1_0.01_0.9999999999-2,BB84,1000,0.1,0.01,0.9999999999,1423,true,255,0.07058823529411765,0.023622047244094488,0.027450980392156862
BB84_1000_0.1_0.01_0.9999999999-3,BB84,1000,0.1,0.01,0.9999999999,1357,true,252,0.03968253968253968,0.023809523809523808,0.03968253968253968
BB84_1000_0.1_0.01_0.9999999999-4,BB84,1000,0.1,0.01,0.9999999999,1378,true,265,0.05660377358490566,0.041666666666666664,0.022641509433962263
BB84_1000_0.1_0.01_0.999999999-0,BB84,1000,0.1,0.01,0.999999999,1345,true,237,0.05907172995780591,0.029535864978902954,0.02531645569620253
BB84_1000_0.1_0.01_0.999999999-1,BB84,1000,0.1,0.01,0.999999999,1382,true,241,0.08713692946058091,0.024896265560165973,0.03734439834024896
BB84_1000_0.1_0.01_0.999999999-2,BB84,1000,0.1,0.01,0.999999999,1429,true,253,0.043478260869565216,0.027777777777777776,0.011857707509881422
BB84_1000_0.1_0.01_0.999999999-3,BB84,1000,0.1,0.01,0.999999999,1441,true,255,0.07058823529411765,0.03543307086614173,0.0392156862745098
BB84_1000_0.1_0.01_0.999999999-4,BB84,1000,0.1,0.01,0.999999999,1430,true,238,0.03361344537815126,0.016877637130801686,0.046218487394957986
SixState_10_0.001_0_0.9999999999-0,SixState,10,0.001,0,0.9999999999,13,true,2,0,0,0
SixState_10_0.001_0_0.9999999999-1,SixState,10,0.001,0,0.9999999999,16,true,2,0,0,0
SixState_10_0.001_0_0.9999999999-2,SixState,10,0.001,0,0.9999999999,12,true,2,0,0,0
SixState_10_0.001_0_0.9999999999-3,SixState,10,0.001,0,0.9999999999,12,true,3,0,0,0
SixState_10_0.001_0_0.9999999999-4,SixState,10,0.001,0,0.9999999999,16,true,1,0,0,0
SixState_10_0.001_0_0.999999999-0,SixState,10,0.001,0,0.999999999,12,true,2,0,0,0
SixState_10_0.001_0_0.999999999-1,SixState,10,0.001,0,0.999999999,16,true,2,0,0,0
SixState_10_0.001_0_0.999999999-2,SixState,10,0.001,0,0.999999999,12,true,2,0,0,0
SixState_10_0.001_0_0.999999999-3,SixState,10,0.001,0,0.999999999,12,true,2,0,0,0
SixState_10_0.001_0_0.999999999-4,SixState,10,0.001,0,0.999999999,16,true,3,0,0,0
SixState_10_0.001_0.001_0.9999999999-0,SixState,10,0.001,0.001,0.9999999999,12,true,2,0,0,0
SixState_10_0.001_0.001_0.9999999999-1,SixState,10,0.001,0.001,0.9999999999,16,true,3,0,0,0
SixState_10_0.001_0.001_0.9999999999-2,SixState,10,0.001,0.001,0.9999999999,12,true,2,0,0,0
SixState_10_0.001_0.001_0.9999999999-3,SixState,10,0.001,0.001,0.9999999999,16,true,1,0,0,0
SixState_10_0.001_0.001_0.9999999999-4,SixState,10,0.001,0.001,0.9999999999,11,false,None,0,NaN,None
SixState_10_0.001_0.001_0.999999999-0,SixState,10,0.001,0.001,0.999999999,12,true,2,0,0,0
SixState_10_0.001_0.001_0.999999999-1,SixState,10,0.001,0.001,0.999999999,16,true,2,0,0,0
SixState_10_0.001_0.001_0.999999999-2,SixState,10,0.001,0.001,0.999999999,12,true,1,0,0,0
SixState_10_0.001_0.001_0.999999999-3,SixState,10,0.001,0.001,0.999999999,15,false,None,0,NaN,None
SixState_10_0.001_0.001_0.999999999-4,SixState,10,0.001,0.001,0.999999999,12,true,2,0,0,0
SixState_10_0.001_0.01_0.9999999999-0,SixState,10,0.001,0.01,0.9999999999,16,true,3,0,0,0
SixState_10_0.001_0.01_0.9999999999-1,SixState,10,0.001,0.01,0.9999999999,12,true,3,0,0,0
SixState_10_0.001_0.01_0.9999999999-2,SixState,10,0.001,0.01,0.9999999999,12,true,2,0,0,0
SixState_10_0.001_0.01_0.9999999999-3,SixState,10,0.001,0.01,0.9999999999,16,true,2,0,0,0
SixState_10_0.001_0.01_0.9999999999-4,SixState,10,0.001,0.01,0.9999999999,12,true,1,0,0,0
SixState_10_0.001_0.01_0.999999999-0,SixState,10,0.001,0.01,0.999999999,16,true,1,0,0,0
SixState_10_0.001_0.01_0.999999999-1,SixState,10,0.001,0.01,0.999999999,12,true,3,0,0,0
SixState_10_0.001_0.01_0.999999999-2,SixState,10,0.001,0.01,0.999999999,12,true,2,0,0,0
SixState_10_0.001_0.01_0.999999999-3,SixState,10,0.001,0.01,0.999999999,16,true,3,0,0,0
SixState_10_0.001_0.01_0.999999999-4,SixState,10,0.001,0.01,0.999999999,11,true,2,0,0,0
SixState_10_0.01_0_0.9999999999-0,SixState,10,0.01,0,0.9999999999,15,false,None,0,NaN,None
SixState_10_0.01_0_0.9999999999-1,SixState,10,0.01,0,0.9999999999,12,true,2,0,0,0
SixState_10_0.01_0_0.9999999999-2,SixState,10,0.01,0,0.9999999999,16,true,2,0,0,0
SixState_10_0.01_0_0.9999999999-3,SixState,10,0.01,0,0.9999999999,12,true,3,0,0,0
SixState_10_0.01_0_0.9999999999-4,SixState,10,0.01,0,0.9999999999,11,false,None,0,NaN,None
SixState_10_0.01_0_0.999999999-0,SixState,10,0.01,0,0.999999999,17,true,4,0,0,0
SixState_10_0.01_0_0.999999999-1,SixState,10,0.01,0,0.999999999,12,true,1,0,0,0
SixState_10_0.01_0_0.999999999-2,SixState,10,0.01,0,0.999999999,16,true,3,0,0,0
SixState_10_0.01_0_0.999999999-3,SixState,10,0.01,0,0.999999999,12,true,2,0,0,0
SixState_10_0.01_0_0.999999999-4,SixState,10,0.01,0,0.999999999,16,false,None,0,NaN,None
SixState_10_0.01_0.001_0.9999999999-0,SixState,10,0.01,0.001,0.9999999999,12,true,1,0,0,0
SixState_10_0.01_0.001_0.9999999999-1,SixState,10,0.01,0.001,0.9999999999,12,true,2,0,0,0
SixState_10_0.01_0.001_0.9999999999-2,SixState,10,0.01,0.001,0.9999999999,16,true,1,0,0,0
SixState_10_0.01_0.001_0.9999999999-3,SixState,10,0.01,0.001,0.9999999999,12,false,None,0,0.5,None
SixState_10_0.01_0.001_0.9999999999-4,SixState,10,0.01,0.001,0.9999999999,16,true,2,0,0,0
SixState_10_0.01_0.001_0.999999999-0,SixState,10,0.01,0.001,0.999999999,12,true,4,0,0,0
SixState_10_0.01_0.001_0.999999999-1,SixState,10,0.01,0.001,0.999999999,16,true,2,0,0,0
SixState_10_0.01_0.001_0.999999999-2,SixState,10,0.01,0.001,0.999999999,12,true,1,0,0,0
SixState_10_0.01_0.001_0.999999999-3,SixState,10,0.01,0.001,0.999999999,12,true,2,0,0,0
SixState_10_0.01_0.001_0.999999999-4,SixState,10,0.01,0.001,0.999999999,16,true,1,0,0,0
SixState_10_0.01_0.01_0.9999999999-0,SixState,10,0.01,0.01,0.9999999999,12,true,2,0,0,0
SixState_10_0.01_0.01_0.9999999999-1,SixState,10,0.01,0.01,0.9999999999,16,true,1,0,0,0
SixState_10_0.01_0.01_0.9999999999-2,SixState,10,0.01,0.01,0.9999999999,12,true,1,0,0,0
SixState_10_0.01_0.01_0.9999999999-3,SixState,10,0.01,0.01,0.9999999999,16,true,3,0,0,0
SixState_10_0.01_0.01_0.9999999999-4,SixState,10,0.01,0.01,0.9999999999,12,true,3,0,0,0
SixState_10_0.01_0.01_0.999999999-0,SixState,10,0.01,0.01,0.999999999,11,false,None,0,NaN,None
SixState_10_0.01_0.01_0.999999999-1,SixState,10,0.01,0.01,0.999999999,16,true,1,0,0,0
SixState_10_0.01_0.01_0.999999999-2,SixState,10,0.01,0.01,0.999999999,12,true,3,0,0,0
SixState_10_0.01_0.01_0.999999999-3,SixState,10,0.01,0.01,0.999999999,16,true,2,0,0,0
SixState_10_0.01_0.01_0.999999999-4,SixState,10,0.01,0.01,0.999999999,12,true,1,0,0,0
SixState_10_0.1_0_0.9999999999-0,SixState,10,0.1,0,0.9999999999,16,true,2,0.5,0,0
SixState_10_0.1_0_0.9999999999-1,SixState,10,0.1,0,0.9999999999,11,true,1,0,0,0
SixState_10_0.1_0_0.9999999999-2,SixState,10,0.1,0,0.9999999999,12,true,3,0,0,0
SixState_10_0.1_0_0.9999999999-3,SixState,10,0.1,0,0.9999999999,16,true,2,0.5,0,0
SixState_10_0.1_0_0.9999999999-4,SixState,10,0.1,0,0.9999999999,12,true,2,0,0,0
SixState_10_0.1_0_0.999999999-0,SixState,10,0.1,0,0.999999999,16,true,2,0,0,0
SixState_10_0.1_0_0.999999999-1,SixState,10,0.1,0,0.999999999,12,true,3,0,0,0.3333333333333333
SixState_10_0.1_0_0.999999999-2,SixState,10,0.1,0,0.999999999,16,true,2,0,0,0
SixState_10_0.1_0_0.999999999-3,SixState,10,0.1,0,0.999999999,12,true,1,0,0,0
SixState_10_0.1_0_0.999999999-4,SixState,10,0.1,0,0.999999999,16,true,1,0,0,0
SixState_10_0.1_0.001_0.9999999999-0,SixState,10,0.1,0.001,0.9999999999,12,true,2,0,0,0
SixState_10_0.1_0.001_0.9999999999-1,SixState,10,0.1,0.001,0.9999999999,12,true,1,0,0,0
SixState_10_0.1_0.001_0.9999999999-2,SixState,10,0.1,0.001,0.9999999999,16,true,1,0,0,1
SixState_10_0.1_0.001_0.9999999999-3,SixState,10,0.1,0.001,0.9999999999,12,true,3,0,0,0
SixState_10_0.1_0.001_0.9999999999-4,SixState,10,0.1,0.001,0.9999999999,16,true,2,0,0,0
SixState_10_0.1_0.001_0.999999999-0,SixState,10,0.1,0.001,0.999999999,12,true,2,0,0,0
SixState_10_0.1_0.001_0.999999999-1,SixState,10,0.1,0.001,0.999999999,17,true,1,0,0,0
SixState_10_0.1_0.001_0.999999999-2,SixState,10,0.1,0.001,0.999999999,12,true,1,0,0,0
SixState_10_0.1_0.001_0.999999999-3,SixState,10,0.1,0.001,0.999999999,17,true,2,0,0,0
SixState_10_0.1_0.001_0.999999999-4,SixState,10,0.1,0.001,0.999999999,12,true,2,0,0,0
SixState_10_0.1_0.01_0.9999999999-0,SixState,10,0.1,0.01,0.9999999999,16,true,2,0,0,0
SixState_10_0.1_0.01_0.9999999999-1,SixState,10,0.1,0.01,0.9999999999,12,true,2,0,0,0
SixState_10_0.1_0.01_0.9999999999-2,SixState,10,0.1,0.01,0.9999999999,13,true,2,0,0,0
SixState_10_0.1_0.01_0.9999999999-3,SixState,10,0.1,0.01,0.9999999999,16,true,2,0,0,0
SixState_10_0.1_0.01_0.9999999999-4,SixState,10,0.1,0.01,0.9999999999,12,true,2,0,0,0
SixState_10_0.1_0.01_0.999999999-0,SixState,10,0.1,0.01,0.999999999,17,true,2,0,0,0
SixState_10_0.1_0.01_0.999999999-1,SixState,10,0.1,0.01,0.999999999,12,true,1,0,0,0
SixState_10_0.1_0.01_0.999999999-2,SixState,10,0.1,0.01,0.999999999,16,true,2,0,0,0
SixState_10_0.1_0.01_0.999999999-3,SixState,10,0.1,0.01,0.999999999,12,true,2,0,0,0
SixState_10_0.1_0.01_0.999999999-4,SixState,10,0.1,0.01,0.999999999,16,true,1,0,0,0
SixState_100_0.001_0_0.9999999999-0,SixState,100,0.001,0,0.9999999999,133,true,17,0,0,0
SixState_100_0.001_0_0.9999999999-1,SixState,100,0.001,0,0.9999999999,136,true,23,0,0,0
SixState_100_0.001_0_0.9999999999-2,SixState,100,0.001,0,0.9999999999,129,true,19,0,0,0
SixState_100_0.001_0_0.9999999999-3,SixState,100,0.001,0,0.9999999999,129,true,17,0,0,0
SixState_100_0.001_0_0.9999999999-4,SixState,100,0.001,0,0.9999999999,133,true,18,0,0,0
SixState_100_0.001_0_0.999999999-0,SixState,100,0.001,0,0.999999999,128,true,18,0,0,0
SixState_100_0.001_0_0.999999999-1,SixState,100,0.001,0,0.999999999,128,true,18,0,0,0
SixState_100_0.001_0_0.999999999-2,SixState,100,0.001,0,0.999999999,127,true,19,0,0,0
SixState_100_0.001_0_0.999999999-3,SixState,100,0.001,0,0.999999999,128,true,17,0,0,0
SixState_100_0.001_0_0.999999999-4,SixState,100,0.001,0,0.999999999,127,true,13,0,0,0
SixState_100_0.001_0.001_0.9999999999-0,SixState,100,0.001,0.001,0.9999999999,133,true,17,0,0,0
SixState_100_0.001_0.001_0.9999999999-1,SixState,100,0.001,0.001,0.9999999999,127,true,16,0,0,0
SixState_100_0.001_0.001_0.9999999999-2,SixState,100,0.001,0.001,0.9999999999,128,true,20,0,0,0
SixState_100_0.001_0.001_0.9999999999-3,SixState,100,0.001,0.001,0.9999999999,126,false,None,0,0.0625,None
SixState_100_0.001_0.001_0.9999999999-4,SixState,100,0.001,0.001,0.9999999999,128,true,19,0,0,0
SixState_100_0.001_0.001_0.999999999-0,SixState,100,0.001,0.001,0.999999999,128,true,14,0,0,0
SixState_100_0.001_0.001_0.999999999-1,SixState,100,0.001,0.001,0.999999999,146,true,17,0,0,0
SixState_100_0.001_0.001_0.999999999-2,SixState,100,0.001,0.001,0.999999999,129,true,19,0,0,0
SixState_100_0.001_0.001_0.999999999-3,SixState,100,0.001,0.001,0.999999999,128,true,17,0,0,0
SixState_100_0.001_0.001_0.999999999-4,SixState,100,0.001,0.001,0.999999999,129,true,17,0,0,0
SixState_100_0.001_0.01_0.9999999999-0,SixState,100,0.001,0.01,0.9999999999,128,true,16,0,0,0
SixState_100_0.001_0.01_0.9999999999-1,SixState,100,0.001,0.01,0.9999999999,127,true,12,0,0,0
SixState_100_0.001_0.01_0.9999999999-2,SixState,100,0.001,0.01,0.9999999999,128,true,15,0,0,0.06666666666666667
SixState_100_0.001_0.01_0.9999999999-3,SixState,100,0.001,0.01,0.9999999999,133,true,18,0,0,0
SixState_100_0.001_0.01_0.9999999999-4,SixState,100,0.001,0.01,0.9999999999,128,true,17,0,0,0
SixState_100_0.001_0.01_0.999999999-0,SixState,100,0.001,0.01,0.999999999,129,true,21,0,0.05,0
SixState_100_0.001_0.01_0.999999999-1,SixState,100,0.001,0.01,0.999999999,129,true,19,0,0,0
SixState_100_0.001_0.01_0.999999999-2,SixState,100,0.001,0.01,0.999999999,129,true,18,0,0,0
SixState_100_0.001_0.01_0.999999999-3,SixState,100,0.001,0.01,0.999999999,184,true,16,0,0.06666666666666667,0
SixState_100_0.001_0.01_0.999999999-4,SixState,100,0.001,0.01,0.999999999,141,true,17,0,0,0
SixState_100_0.01_0_0.9999999999-0,SixState,100,0.01,0,0.9999999999,130,true,15,0,0,0
SixState_100_0.01_0_0.9999999999-1,SixState,100,0.01,0,0.9999999999,128,true,16,0,0,0
SixState_100_0.01_0_0.9999999999-2,SixState,100,0.01,0,0.9999999999,130,true,19,0,0,0
SixState_100_0.01_0_0.9999999999-3,SixState,100,0.01,0,0.9999999999,127,true,15,0,0,0
SixState_100_0.01_0_0.9999999999-4,SixState,100,0.01,0,0.9999999999,134,true,16,0,0,0
SixState_100_0.01_0_0.999999999-0,SixState,100,0.01,0,0.999999999,129,true,17,0,0,0
SixState_100_0.01_0_0.999999999-1,SixState,100,0.01,0,0.999999999,131,true,19,0,0,0
SixState_100_0.01_0_0.999999999-2,SixState,100,0.01,0,0.999999999,130,true,18,0,0,0
SixState_100_0.01_0_0.999999999-3,SixState,100,0.01,0,0.999999999,127,false,None,0,0.08333333333333333,None
SixState_100_0.01_0_0.999999999-4,SixState,100,0.01,0,0.999999999,133,true,16,0,0,0.0625
SixState_100_0.01_0.001_0.9999999999-0,SixState,100,0.01,0.001,0.9999999999,129,true,20,0,0,0
SixState_100_0.01_0.001_0.9999999999-1,SixState,100,0.01,0.001,0.9999999999,129,true,19,0,0,0
SixState_100_0.01_0.001_0.9999999999-2,SixState,100,0.01,0.001,0.9999999999,315,true,17,0,0,0
SixState_100_0.01_0.001_0.9999999999-3,SixState,100,0.01,0.001,0.9999999999,139,true,19,0,0,0
SixState_100_0.01_0.001_0.9999999999-4,SixState,100,0.01,0.001,0.9999999999,128,true,15,0,0,0
SixState_100_0.01_0.001_0.999999999-0,SixState,100,0.01,0.001,0.999999999,135,true,19,0,0,0
SixState_100_0.01_0.001_0.999999999-1,SixState,100,0.01,0.001,0.999999999,130,true,18,0.05555555555555555,0,0
SixState_100_0.01_0.001_0.999999999-2,SixState,100,0.01,0.001,0.999999999,178,true,16,0,0,0
SixState_100_0.01_0.001_0.999999999-3,SixState,100,0.01,0.001,0.999999999,149,true,16,0,0,0
SixState_100_0.01_0.001_0.999999999-4,SixState,100,0.01,0.001,0.999999999,135,true,19,0,0,0.05263157894736842
SixState_100_0.01_0.01_0.9999999999-0,SixState,100,0.01,0.01,0.9999999999,128,true,20,0,0,0.1
SixState_100_0.01_0.01_0.9999999999-1,SixState,100,0.01,0.01,0.9999999999,127,true,14,0,0.07142857142857142,0
SixState_100_0.01_0.01_0.9999999999-2,SixState,100,0.01,0.01,0.9999999999,127,true,18,0,0,0
SixState_100_0.01_0.01_0.9999999999-3,SixState,100,0.01,0.01,0.9999999999,134,true,15,0,0,0
SixState_100_0.01_0.01_0.9999999999-4,SixState,100,0.01,0.01,0.9999999999,129,true,16,0,0,0
SixState_100_0.01_0.01_0.999999999-0,SixState,100,0.01,0.01,0.999999999,131,true,21,0,0.05,0
SixState_100_0.01_0.01_0.999999999-1,SixState,100,0.01,0.01,0.999999999,129,true,16,0,0,0.0625
SixState_100_0.01_0.01_0.999999999-2,SixState,100,0.01,0.01,0.999999999,129,true,18,0,0,0
SixState_100_0.01_0.01_0.999999999-3,SixState,100,0.01,0.01,0.999999999,127,true,12,0,0,0
SixState_100_0.01_0.01_0.999999999-4,SixState,100,0.01,0.01,0.999999999,133,true,19,0,0.05263157894736842,0.05263157894736842
SixState_100_0.1_0_0.9999999999-0,SixState,100,0.1,0,0.9999999999,153,true,17,0.11764705882352941,0,0
SixState_100_0.1_0_0.9999999999-1,SixState,100,0.1,0,0.9999999999,144,true,19,0,0,0.05263157894736842
SixState_100_0.1_0_0.9999999999-2,SixState,100,0.1,0,0.9999999999,130,true,18,0.05555555555555555,0,0.05555555555555555
SixState_100_0.1_0_0.9999999999-3,SixState,100,0.1,0,0.9999999999,136,true,14,0.07142857142857142,0,0
SixState_100_0.1_0_0.9999999999-4,SixState,100,0.1,0,0.9999999999,136,true,16,0.0625,0,0
SixState_100_0.1_0_0.999999999-0,SixState,100,0.1,0,0.999999999,131,false,None,0,0.125,None
SixState_100_0.1_0_0.999999999-1,SixState,100,0.1,0,0.999999999,137,false,None,0,0.06666666666666667,None
SixState_100_0.1_0_0.999999999-2,SixState,100,0.1,0,0.999999999,137,true,19,0.05263157894736842,0,0
SixState_100_0.1_0_0.999999999-3,SixState,100,0.1,0,0.999999999,137,true,16,0.0625,0,0.125
SixState_100_0.1_0_0.999999999-4,SixState,100,0.1,0,0.999999999,132,true,16,0.125,0,0
SixState_100_0.1_0.001_0.9999999999-0,SixState,100,0.1,0.001,0.9999999999,137,false,None,0,0.05555555555555555,None
SixState_100_0.1_0.001_0.9999999999-1,SixState,100,0.1,0.001,0.9999999999,129,true,15,0,0,0
SixState_100_0.1_0.001_0.9999999999-2,SixState,100,0.1,0.001,0.9999999999,140,false,None,0,0.058823529411764705,None
SixState_100_0.1_0.001_0.9999999999-3,SixState,100,0.1,0.001,0.9999999999,150,true,14,0,0,0
SixState_100_0.1_0.001_0.9999999999-4,SixState,100,0.1,0.001,0.9999999999,130,true,15,0.06666666666666667,0,0.06666666666666667
SixState_100_0.1_0.001_0.999999999-0,SixState,100,0.1,0.001,0.999999999,135,true,17,0,0,0
SixState_100_0.1_0.001_0.999999999-1,SixState,100,0.1,0.001,0.999999999,133,false,None,0,0.125,None
SixState_100_0.1_0.001_0.999999999-2,SixState,100,0.1,0.001,0.999999999,137,true,17,0.058823529411764705,0,0
SixState_100_0.1_0.001_0.999999999-3,SixState,100,0.1,0.001,0.999999999,137,false,None,0,0.08333333333333333,None
SixState_100_0.1_0.001_0.999999999-4,SixState,100,0.1,0.001,0.999999999,135,true,15,0,0,0
SixState_100_0.1_0.01_0.9999999999-0,SixState,100,0.1,0.01,0.9999999999,130,true,16,0.0625,0,0
SixState_100_0.1_0.01_0.9999999999-1,SixState,100,0.1,0.01,0.9999999999,140,true,21,0.09523809523809523,0.05,0.09523809523809523
SixState_100_0.1_0.01_0.9999999999-2,SixState,100,0.1,0.01,0.9999999999,131,true,14,0,0,0.07142857142857142
SixState_100_0.1_0.01_0.9999999999-3,SixState,100,0.1,0.01,0.9999999999,138,true,18,0.16666666666666666,0.05555555555555555,0
SixState_100_0.1_0.01_0.9999999999-4,SixState,100,0.1,0.01,0.9999999999,137,true,16,0.0625,0.06666666666666667,0
SixState_100_0.1_0.01_0.999999999-0,SixState,100,0.1,0.01,0.999999999,132,true,16,0.0625,0.125,0
SixState_100_0.1_0.01_0.999999999-1,SixState,100,0.1,0.01,0.999999999,150,true,17,0.058823529411764705,0,0.058823529411764705
SixState_100_0.1_0.01_0.999999999-2,SixState,100,0.1,0.01,0.999999999,133,true,18,0.16666666666666666,0,0.05555555555555555
SixState_100_0.1_0.01_0.999999999-3,SixState,100,0.1,0.01,0.999999999,139,true,19,0.2631578947368421,0,0
SixState_100_0.1_0.01_0.999999999-4,SixState,100,0.1,0.01,0.999999999,136,true,16,0.125,0,0
SixState_1000_0.001_0_0.9999999999-0,SixState,1000,0.001,0,0.9999999999,1319,true,160,0,0,0
SixState_1000_0.001_0_0.9999999999-1,SixState,1000,0.001,0,0.9999999999,1273,false,None,0,0.00625,None
SixState_1000_0.001_0_0.9999999999-2,SixState,1000,0.001,0,0.9999999999,1357,true,178,0.0056179775280898875,0,0
SixState_1000_0.001_0_0.9999999999-3,SixState,1000,0.001,0,0.9999999999,1338,true,181,0,0,0
SixState_1000_0.001_0_0.9999999999-4,SixState,1000,0.001,0,0.9999999999,1292,true,159,0,0,0
SixState_1000_0.001_0_0.999999999-0,SixState,1000,0.001,0,0.999999999,1291,true,165,0,0,0
SixState_1000_0.001_0_0.999999999-1,SixState,1000,0.001,0,0.999999999,1280,true,158,0,0,0
SixState_1000_0.001_0_0.999999999-2,SixState,1000,0.001,0,0.999999999,1304,true,169,0,0,0
SixState_1000_0.001_0_0.999999999-3,SixState,1000,0.001,0,0.999999999,1299,true,175,0,0,0
SixState_1000_0.001_0_0.999999999-4,SixState,1000,0.001,0,0.999999999,1281,true,176,0,0,0
SixState_1000_0.001_0.001_0.9999999999-0,SixState,1000,0.001,0.001,0.9999999999,1665,true,166,0,0,0
SixState_1000_0.001_0.001_0.9999999999-1,SixState,1000,0.001,0.001,0.9999999999,1373,true,174,0,0,0
SixState_1000_0.001_0.001_0.9999999999-2,SixState,1000,0.001,0.001,0.9999999999,1285,true,162,0,0,0
SixState_1000_0.001_0.001_0.9999999999-3,SixState,1000,0.001,0.001,0.9999999999,1294,true,174,0,0,0
SixState_1000_0.001_0.001_0.9999999999-4,SixState,1000,0.001,0.001,0.9999999999,1294,true,164,0,0,0
SixState_1000_0.001_0.001_0.999999999-0,SixState,1000,0.001,0.001,0.999999999,1297,true,165,0,0,0
SixState_1000_0.001_0.001_0.999999999-1,SixState,1000,0.001,0.001,0.999999999,1302,true,174,0,0,0
SixState_1000_0.001_0.001_0.999999999-2,SixState,1000,0.001,0.001,0.999999999,1337,true,164,0,0,0
SixState_1000_0.001_0.001_0.999999999-3,SixState,1000,0.001,0.001,0.999999999,1391,true,157,0.006369426751592357,0,0
SixState_1000_0.001_0.001_0.999999999-4,SixState,1000,0.001,0.001,0.999999999,1292,true,162,0,0,0
SixState_1000_0.001_0.01_0.9999999999-0,SixState,1000,0.001,0.01,0.9999999999,1296,true,175,0,0.005747126436781609,0
SixState_1000_0.001_0.01_0.9999999999-1,SixState,1000,0.001,0.01,0.9999999999,1294,true,168,0.005952380952380952,0.011904761904761904,0.005952380952380952
SixState_1000_0.001_0.01_0.9999999999-2,SixState,1000,0.001,0.01,0.9999999999,1281,true,165,0,0,0
SixState_1000_0.001_0.01_0.9999999999-3,SixState,1000,0.001,0.01,0.9999999999,1294,true,157,0,0,0.012738853503184714
SixState_1000_0.001_0.01_0.9999999999-4,SixState,1000,0.001,0.01,0.9999999999,1288,true,156,0,0.02564102564102564,0.00641025641025641
SixState_1000_0.001_0.01_0.999999999-0,SixState,1000,0.001,0.01,0.999999999,1374,true,164,0,0,0.006097560975609756
SixState_1000_0.001_0.01_0.999999999-1,SixState,1000,0.001,0.01,0.999999999,1350,true,151,0.006622516556291391,0.006666666666666667,0.019867549668874173
SixState_1000_0.001_0.01_0.999999999-2,SixState,1000,0.001,0.01,0.999999999,1340,true,167,0,0,0.011976047904191617
SixState_1000_0.001_0.01_0.999999999-3,SixState,1000,0.001,0.01,0.999999999,1392,true,165,0,0.006097560975609756,0
